idx	speaker	path
p374_p374_257	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_257.wav
p374_p374_312	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_312.wav
p374_p374_048	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_048.wav
p374_p374_322	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_322.wav
p374_p374_256	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_256.wav
p374_p374_178	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_178.wav
p374_p374_085	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_085.wav
p374_p374_152	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_152.wav
p374_p374_080	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_080.wav
p374_p374_255	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_255.wav
p374_p374_406	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_406.wav
p374_p374_207	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_207.wav
p374_p374_226	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_226.wav
p374_p374_199	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_199.wav
p374_p374_353	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_353.wav
p374_p374_158	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_158.wav
p374_p374_169	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_169.wav
p374_p374_348	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_348.wav
p374_p374_203	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_203.wav
p374_p374_089	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_089.wav
p374_p374_316	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_316.wav
p374_p374_392	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_392.wav
p374_p374_123	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_123.wav
p374_p374_094	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_094.wav
p374_p374_355	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_355.wav
p374_p374_297	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_297.wav
p374_p374_287	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_287.wav
p374_p374_162	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_162.wav
p374_p374_115	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_115.wav
p374_p374_204	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_204.wav
p374_p374_132	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_132.wav
p374_p374_315	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_315.wav
p374_p374_374	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_374.wav
p374_p374_140	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_140.wav
p374_p374_388	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_388.wav
p374_p374_093	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_093.wav
p374_p374_249	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_249.wav
p374_p374_344	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_344.wav
p374_p374_064	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_064.wav
p374_p374_396	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_396.wav
p374_p374_212	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_212.wav
p374_p374_116	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_116.wav
p374_p374_310	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_310.wav
p374_p374_333	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_333.wav
p374_p374_286	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_286.wav
p374_p374_138	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_138.wav
p374_p374_121	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_121.wav
p374_p374_340	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_340.wav
p374_p374_164	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_164.wav
p374_p374_241	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_241.wav
p374_p374_424	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_424.wav
p374_p374_205	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_205.wav
p374_p374_372	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_372.wav
p374_p374_341	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_341.wav
p374_p374_304	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_304.wav
p374_p374_148	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_148.wav
p374_p374_120	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_120.wav
p374_p374_136	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_136.wav
p374_p374_027	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_027.wav
p374_p374_033	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_033.wav
p374_p374_379	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_379.wav
p374_p374_173	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_173.wav
p374_p374_112	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_112.wav
p374_p374_005	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_005.wav
p374_p374_182	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_182.wav
p374_p374_414	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_414.wav
p374_p374_264	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_264.wav
p374_p374_251	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_251.wav
p374_p374_095	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_095.wav
p374_p374_015	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_015.wav
p374_p374_364	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_364.wav
p374_p374_306	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_306.wav
p374_p374_010	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_010.wav
p374_p374_004	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_004.wav
p374_p374_400	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_400.wav
p374_p374_377	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_377.wav
p374_p374_423	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_423.wav
p374_p374_360	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_360.wav
p374_p374_159	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_159.wav
p374_p374_302	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_302.wav
p374_p374_096	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_096.wav
p374_p374_200	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_200.wav
p374_p374_418	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_418.wav
p374_p374_155	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_155.wav
p374_p374_107	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_107.wav
p374_p374_329	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_329.wav
p374_p374_012	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_012.wav
p374_p374_232	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_232.wav
p374_p374_259	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_259.wav
p374_p374_292	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_292.wav
p374_p374_293	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_293.wav
p374_p374_198	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_198.wav
p374_p374_030	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_030.wav
p374_p374_279	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_279.wav
p374_p374_179	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_179.wav
p374_p374_088	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_088.wav
p374_p374_266	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_266.wav
p374_p374_410	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_410.wav
p374_p374_050	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_050.wav
p374_p374_282	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_282.wav
p374_p374_339	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_339.wav
p374_p374_041	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_041.wav
p374_p374_419	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_419.wav
p374_p374_269	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_269.wav
p374_p374_258	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_258.wav
p374_p374_395	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_395.wav
p374_p374_401	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_401.wav
p374_p374_068	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_068.wav
p374_p374_069	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_069.wav
p374_p374_271	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_271.wav
p374_p374_186	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_186.wav
p374_p374_103	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_103.wav
p374_p374_318	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_318.wav
p374_p374_336	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_336.wav
p374_p374_128	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_128.wav
p374_p374_098	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_098.wav
p374_p374_263	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_263.wav
p374_p374_230	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_230.wav
p374_p374_011	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_011.wav
p374_p374_247	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_247.wav
p374_p374_114	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_114.wav
p374_p374_220	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_220.wav
p374_p374_278	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_278.wav
p374_p374_142	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_142.wav
p374_p374_384	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_384.wav
p374_p374_332	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_332.wav
p374_p374_133	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_133.wav
p374_p374_311	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_311.wav
p374_p374_214	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_214.wav
p374_p374_242	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_242.wav
p374_p374_190	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_190.wav
p374_p374_273	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_273.wav
p374_p374_063	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_063.wav
p374_p374_326	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_326.wav
p374_p374_243	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_243.wav
p374_p374_151	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_151.wav
p374_p374_357	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_357.wav
p374_p374_013	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_013.wav
p374_p374_313	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_313.wav
p374_p374_166	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_166.wav
p374_p374_375	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_375.wav
p374_p374_035	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_035.wav
p374_p374_009	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_009.wav
p374_p374_211	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_211.wav
p374_p374_409	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_409.wav
p374_p374_319	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_319.wav
p374_p374_147	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_147.wav
p374_p374_025	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_025.wav
p374_p374_281	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_281.wav
p374_p374_366	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_366.wav
p374_p374_229	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_229.wav
p374_p374_324	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_324.wav
p374_p374_288	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_288.wav
p374_p374_070	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_070.wav
p374_p374_380	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_380.wav
p374_p374_299	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_299.wav
p374_p374_399	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_399.wav
p374_p374_274	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_274.wav
p374_p374_291	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_291.wav
p374_p374_373	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_373.wav
p374_p374_079	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_079.wav
p374_p374_252	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_252.wav
p374_p374_407	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_407.wav
p374_p374_018	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_018.wav
p374_p374_346	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_346.wav
p374_p374_268	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_268.wav
p374_p374_145	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_145.wav
p374_p374_046	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_046.wav
p374_p374_235	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_235.wav
p374_p374_122	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_122.wav
p374_p374_386	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_386.wav
p374_p374_363	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_363.wav
p374_p374_354	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_354.wav
p374_p374_223	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_223.wav
p374_p374_077	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_077.wav
p374_p374_125	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_125.wav
p374_p374_187	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_187.wav
p374_p374_135	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_135.wav
p374_p374_185	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_185.wav
p374_p374_283	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_283.wav
p374_p374_043	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_043.wav
p374_p374_381	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_381.wav
p374_p374_102	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_102.wav
p374_p374_177	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_177.wav
p374_p374_196	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_196.wav
p374_p374_091	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_091.wav
p374_p374_420	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_420.wav
p374_p374_045	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_045.wav
p374_p374_289	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_289.wav
p374_p374_234	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_234.wav
p374_p374_370	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_370.wav
p374_p374_180	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_180.wav
p374_p374_236	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_236.wav
p374_p374_369	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_369.wav
p374_p374_314	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_314.wav
p374_p374_317	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_317.wav
p374_p374_416	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_416.wav
p374_p374_308	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_308.wav
p374_p374_073	p374	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p374/p374_073.wav
